,id,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,overall_qual,year_built,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,garage_cond,wood_deck_sf,saleprice,exterior,porch,remodelled,pool
1171,419.0,rl,65.0,7150.0,0,lvl,inside,gtl,names,norm,1fam,1story,5.0,1967.0,gable,brkface,60.0,3,cblock,3,1,blq,432.0,unf,460.0,892.0,3,892.0,0.0,892.0,0.0,1.0,0.0,3,5.0,typ,0.0,0,attchd,rfn,288.0,ta,0.0,100000.0,wood,0,0.0,0
1172,633.0,rl,72.0,12285.0,1,lvl,inside,gtl,names,norm,1fam,1story,7.0,1960.0,gable,brkface,128.0,3,cblock,3,1,blq,544.0,unf,785.0,1329.0,4,1329.0,0.0,1329.0,0.0,1.0,1.0,3,5.0,typ,2.0,4,attchd,unf,441.0,ta,0.0,176000.0,wood,0,0.0,0
1173,2722.0,rl,102.0,17920.0,0,lvl,inside,gtl,sawyer,norm,1fam,1story,5.0,1955.0,hip,none,0.0,3,cblock,3,2,alq,306.0,rec,372.0,1763.0,3,1779.0,0.0,1779.0,1.0,1.0,1.0,3,6.0,typ,1.0,4,attchd,unf,454.0,ta,0.0,170000.0,wood,1,1.0,0
1174,469.0,rl,53.0,3684.0,0,lvl,inside,gtl,blmngtn,norm,twnhse,1story,7.0,2007.0,hip,brkface,130.0,4,pconc,4,1,unf,0.0,unf,1373.0,1373.0,5,1555.0,0.0,1555.0,0.0,2.0,0.0,4,7.0,typ,1.0,3,attchd,fin,660.0,ta,143.0,174000.0,vinyl,1,0.0,0
1175,1365.0,rm,62.0,7006.0,0,lvl,inside,gtl,idotrr,norm,1fam,1.5fin,6.0,1925.0,gable,none,0.0,3,pconc,3,1,rec,121.0,unf,647.0,768.0,3,788.0,448.0,1236.0,1.0,2.0,0.0,3,6.0,typ,1.0,4,detchd,unf,384.0,ta,0.0,127000.0,aggregate,0,1.0,0
1176,1098.0,rl,77.0,8390.0,1,lvl,inside,gtl,gilbert,norm,1fam,2story,7.0,1999.0,gable,none,0.0,3,pconc,4,1,unf,0.0,unf,831.0,831.0,5,873.0,778.0,1651.0,0.0,2.0,1.0,3,7.0,typ,1.0,3,builtin,fin,450.0,ta,0.0,185900.0,vinyl,1,0.0,0
1177,711.0,rm,50.0,5784.0,0,lvl,inside,gtl,oldtown,artery,1fam,1story,5.0,1938.0,gable,none,0.0,3,brktil,2,1,unf,0.0,unf,190.0,190.0,4,886.0,0.0,886.0,0.0,1.0,0.0,3,4.0,typ,0.0,0,attchd,unf,273.0,ta,144.0,91300.0,metal,1,1.0,0
1178,2808.0,rl,70.0,9135.0,0,lvl,inside,gtl,collgcr,norm,1fam,1story,6.0,2003.0,gable,brkface,120.0,4,pconc,4,3,glq,340.0,unf,1342.0,1682.0,5,1700.0,0.0,1700.0,1.0,2.0,0.0,4,7.0,typ,0.0,0,attchd,rfn,544.0,ta,192.0,200000.0,vinyl,1,0.0,0
1179,1959.0,rl,78.0,10496.0,0,lvl,inside,gtl,names,artery,1fam,1.5fin,6.0,1949.0,gable,brkface,320.0,3,cblock,3,2,rec,196.0,unf,844.0,1040.0,5,1168.0,678.0,1846.0,0.0,2.0,0.0,3,7.0,typ,1.0,4,attchd,unf,315.0,ta,0.0,143000.0,wood,0,1.0,0
1180,2720.0,rl,70.0,13650.0,0,lvl,inside,gtl,sawyer,norm,1fam,1.5fin,5.0,1958.0,gable,none,0.0,4,cblock,3,1,alq,57.0,blq,554.0,1052.0,5,1252.0,668.0,1920.0,1.0,2.0,0.0,4,8.0,typ,1.0,4,attchd,unf,451.0,ta,0.0,172500.0,metal,0,0.0,0
1181,2170.0,rl,67.0,8308.0,0,lvl,inside,gtl,edwards,norm,1fam,1story,4.0,1963.0,gable,stone,20.0,3,cblock,3,1,blq,132.0,lwq,115.0,1088.0,3,1088.0,0.0,1088.0,0.0,1.0,0.0,3,4.0,typ,0.0,0,detchd,unf,520.0,ta,0.0,110000.0,vinyl,0,0.0,0
1182,603.0,rl,72.0,9450.0,1,lvl,corner,gtl,names,norm,1fam,1story,4.0,1957.0,gable,brkface,160.0,3,cblock,3,1,blq,775.0,unf,265.0,1040.0,3,1362.0,0.0,1362.0,1.0,1.0,0.0,3,6.0,typ,1.0,4,attchd,rfn,768.0,ta,0.0,140000.0,wood,0,0.0,0
1183,2113.0,rl,78.0,9317.0,1,lvl,inside,gtl,collgcr,norm,1fam,1story,6.0,2006.0,gable,none,0.0,4,pconc,4,1,glq,24.0,unf,1290.0,1314.0,4,1314.0,0.0,1314.0,0.0,2.0,0.0,4,6.0,typ,1.0,4,attchd,rfn,440.0,ta,0.0,176432.0,vinyl,1,0.0,0
1184,1146.0,rl,67.0,7153.0,0,lvl,inside,gtl,sawyerw,norm,1fam,1story,6.0,1991.0,gable,brkface,88.0,3,cblock,4,1,glq,1200.0,unf,78.0,1278.0,4,1294.0,0.0,1294.0,1.0,2.0,0.0,4,6.0,typ,0.0,0,attchd,rfn,496.0,ta,112.0,179200.0,wood,1,0.0,0
1185,2105.0,rl,68.0,8814.0,0,lvl,inside,gtl,collgcr,norm,1fam,1story,7.0,2005.0,gable,brkface,80.0,4,pconc,4,1,glq,925.0,unf,349.0,1274.0,5,1274.0,0.0,1274.0,1.0,2.0,0.0,4,6.0,typ,0.0,0,attchd,rfn,508.0,ta,264.0,203000.0,vinyl,1,1.0,0
1186,1786.0,rl,83.0,9849.0,0,lvl,inside,gtl,somerst,norm,1fam,1story,7.0,2007.0,hip,stone,0.0,4,pconc,4,3,unf,0.0,unf,1689.0,1689.0,5,1689.0,0.0,1689.0,0.0,2.0,0.0,4,7.0,typ,0.0,0,attchd,rfn,954.0,ta,0.0,248328.0,vinyl,1,0.0,0
1187,961.0,rl,79.0,14463.0,1,hls,corner,gtl,timber,norm,1fam,1story,9.0,2008.0,gable,brkface,406.0,5,pconc,5,4,glq,1115.0,unf,526.0,1641.0,5,1641.0,0.0,1641.0,1.0,2.0,0.0,5,7.0,typ,0.0,0,attchd,fin,885.0,ta,0.0,316500.0,aggregate,1,0.0,0
1188,1405.0,rl,50.0,5190.0,0,lvl,inside,gtl,edwards,norm,1fam,1.5fin,7.0,1948.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,570.0,570.0,3,617.0,462.0,1079.0,0.0,1.0,0.0,3,5.0,typ,1.0,4,attchd,unf,249.0,ta,135.0,125600.0,brick,0,1.0,0
1189,1324.0,rm,65.0,9750.0,0,lvl,inside,gtl,oldtown,norm,1fam,1story,5.0,1959.0,gable,brkface,164.0,3,cblock,3,1,rec,200.0,unf,784.0,984.0,4,984.0,0.0,984.0,1.0,1.0,0.0,2,5.0,typ,0.0,0,detchd,unf,308.0,ta,0.0,110000.0,metal,0,0.0,0
1190,1986.0,rm,50.0,6000.0,0,lvl,inside,gtl,oldtown,norm,1fam,1story,4.0,1920.0,hip,none,0.0,3,pconc,3,1,alq,250.0,unf,710.0,960.0,4,960.0,0.0,960.0,0.0,1.0,0.0,2,5.0,typ,0.0,0,detchd,unf,308.0,ta,0.0,108500.0,metal,0,1.0,0
1191,307.0,c (all),66.0,8712.0,0,bnk,inside,mod,idotrr,norm,1fam,1story,5.0,1952.0,hip,none,0.0,2,cblock,3,3,unf,0.0,unf,540.0,540.0,3,1044.0,0.0,1044.0,0.0,1.0,0.0,2,4.0,typ,0.0,0,basment,unf,504.0,ta,0.0,55993.0,wood,0,0.0,0
1192,180.0,rm,69.0,11851.0,0,lvl,inside,gtl,oldtown,artery,1fam,1.5fin,5.0,1948.0,gable,none,0.0,3,brktil,3,1,blq,780.0,unf,247.0,1027.0,5,1027.0,606.0,1633.0,0.0,1.0,0.0,4,7.0,typ,1.0,4,detchd,unf,240.0,ta,0.0,129000.0,vinyl,1,1.0,0
1193,2896.0,rl,54.0,13811.0,1,lvl,inside,gtl,timber,norm,1fam,1story,6.0,1987.0,gable,brkface,72.0,3,cblock,4,1,glq,980.0,lwq,92.0,1112.0,4,1137.0,0.0,1137.0,1.0,2.0,0.0,4,5.0,typ,1.0,3,attchd,unf,551.0,ta,125.0,176000.0,wood,0,0.0,0
1194,668.0,rl,83.0,10143.0,0,lvl,inside,gtl,names,norm,1fam,1story,6.0,1963.0,gable,brkface,295.0,3,cblock,3,1,rec,384.0,unf,996.0,1380.0,2,1380.0,0.0,1380.0,0.0,1.0,1.0,3,6.0,typ,0.0,0,attchd,unf,364.0,ta,0.0,154000.0,wood,0,0.0,0
1195,1582.0,rl,93.0,18265.0,0,lvl,corner,gtl,timber,norm,1fam,1story,6.0,1986.0,gable,brkface,228.0,4,cblock,4,3,glq,920.0,rec,276.0,1256.0,5,1256.0,0.0,1256.0,0.0,2.0,0.0,4,6.0,typ,1.0,2,attchd,unf,578.0,ta,282.0,180000.0,wood,0,0.0,0
1196,2285.0,rm,44.0,4224.0,0,lvl,inside,gtl,meadowv,norm,twnhse,1story,5.0,1976.0,gable,none,0.0,3,pconc,4,1,alq,874.0,unf,268.0,1142.0,3,1142.0,0.0,1142.0,1.0,1.0,1.0,3,6.0,typ,1.0,1,attchd,fin,528.0,ta,536.0,134000.0,aggregate,1,0.0,0
1197,2079.0,rl,84.0,12615.0,0,lvl,corner,gtl,edwards,norm,1fam,1story,6.0,1950.0,gable,none,0.0,3,cblock,3,3,alq,477.0,unf,725.0,1202.0,3,2158.0,0.0,2158.0,1.0,2.0,0.0,4,7.0,typ,1.0,4,attchd,unf,576.0,ta,0.0,243000.0,wood,1,1.0,0
1198,2272.0,rl,85.0,14536.0,0,lvl,inside,gtl,timber,norm,1fam,1story,8.0,2002.0,hip,brkface,236.0,4,pconc,4,3,glq,1300.0,unf,316.0,1616.0,5,1629.0,0.0,1629.0,1.0,2.0,0.0,4,9.0,typ,1.0,4,attchd,fin,808.0,ta,0.0,270000.0,vinyl,1,1.0,0
1199,2250.0,rl,71.0,9187.0,0,bnk,corner,gtl,mitchel,norm,1fam,1story,6.0,1983.0,gable,none,0.0,3,pconc,3,1,alq,336.0,unf,748.0,1084.0,3,1080.0,0.0,1080.0,0.0,1.0,1.0,3,5.0,typ,0.0,0,attchd,unf,484.0,ta,120.0,134000.0,vinyl,0,0.0,0
1200,502.0,rl,90.0,9900.0,0,low,inside,mod,noridge,norm,1fam,2story,7.0,1993.0,gable,brkface,256.0,4,pconc,4,4,glq,987.0,unf,360.0,1347.0,5,1372.0,1274.0,2646.0,1.0,2.0,1.0,4,9.0,typ,1.0,3,attchd,rfn,656.0,ta,340.0,260000.0,wood,1,0.0,0
1201,2166.0,rl,64.0,8333.0,0,lvl,inside,gtl,collgcr,norm,1fam,2story,7.0,2006.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,738.0,738.0,4,738.0,753.0,1491.0,0.0,2.0,1.0,4,7.0,typ,1.0,4,attchd,rfn,484.0,ta,100.0,168675.0,vinyl,1,0.0,0
1202,1622.0,rl,63.0,10147.0,1,lvl,culdsac,gtl,gilbert,norm,1fam,slvl,6.0,1994.0,gable,brkface,32.0,3,pconc,4,1,lwq,186.0,unf,206.0,392.0,4,924.0,770.0,1694.0,0.0,2.0,1.0,3,7.0,typ,1.0,3,builtin,fin,398.0,ta,256.0,160000.0,wood,1,0.0,0
1203,1299.0,rm,44.0,5914.0,0,lvl,inside,gtl,oldtown,norm,1fam,1.5fin,5.0,1890.0,gable,none,0.0,3,brktil,2,1,unf,0.0,unf,684.0,684.0,4,684.0,396.0,1080.0,0.0,1.0,0.0,4,5.0,typ,0.0,0,none,none,0.0,none,0.0,95000.0,wood,1,1.0,0
1204,832.0,rl,79.0,11646.0,1,lvl,inside,gtl,collgcr,norm,1fam,2story,6.0,2005.0,gable,none,0.0,4,pconc,4,3,unf,0.0,unf,704.0,704.0,5,704.0,718.0,1422.0,0.0,2.0,1.0,4,7.0,typ,1.0,4,attchd,fin,440.0,ta,36.0,173000.0,vinyl,1,1.0,0
1205,2470.0,fv,60.0,7200.0,0,lvl,inside,gtl,somerst,norm,1fam,1story,7.0,2006.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,1293.0,1293.0,5,1301.0,0.0,1301.0,1.0,2.0,0.0,4,5.0,typ,1.0,4,attchd,rfn,572.0,ta,216.0,187750.0,vinyl,1,0.0,0
1206,1017.0,rl,46.0,20544.0,1,lvl,culdsac,gtl,nwames,norm,1fam,2story,7.0,1986.0,gable,brkface,123.0,3,cblock,4,1,unf,0.0,unf,791.0,791.0,4,1236.0,857.0,2093.0,0.0,2.0,1.0,3,7.0,typ,1.0,3,attchd,fin,542.0,ta,364.0,215000.0,wood,1,1.0,0
1207,1384.0,rl,70.0,9981.0,1,lvl,corner,gtl,sawyer,norm,1fam,1story,5.0,1967.0,gable,brkface,340.0,3,cblock,3,2,blq,221.0,unf,852.0,1073.0,4,1073.0,0.0,1073.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,attchd,rfn,270.0,ta,0.0,120000.0,metal,1,0.0,0
1208,1790.0,rl,70.0,8251.0,0,lvl,inside,gtl,somerst,norm,1fam,1story,7.0,2005.0,gable,brkface,143.0,4,pconc,4,3,glq,778.0,unf,716.0,1494.0,5,1506.0,0.0,1506.0,1.0,2.0,0.0,4,7.0,typ,1.0,4,attchd,rfn,672.0,ta,192.0,249000.0,vinyl,1,1.0,0
1209,2530.0,rl,78.0,10140.0,0,lvl,inside,gtl,nwames,rran,1fam,1story,7.0,1967.0,hip,brkface,264.0,3,cblock,3,1,blq,553.0,lwq,713.0,1334.0,4,1334.0,0.0,1334.0,1.0,2.0,0.0,3,7.0,typ,0.0,0,attchd,rfn,477.0,ta,0.0,164500.0,wood,1,0.0,0
1210,2893.0,rm,70.0,8239.0,1,lvl,inside,gtl,grnhill,norm,twnhse,1story,7.0,1986.0,gable,none,0.0,4,cblock,0,0,none,0.0,none,0.0,0.0,4,1295.0,0.0,1295.0,0.0,2.0,0.0,4,5.0,typ,0.0,0,attchd,rfn,312.0,ta,0.0,230000.0,brick,0,0.0,0
1211,2027.0,rm,60.0,5700.0,1,lvl,corner,gtl,oldtown,feedr,1fam,2story,7.0,1929.0,gable,none,0.0,3,brktil,3,1,rec,336.0,unf,336.0,672.0,4,672.0,672.0,1344.0,1.0,1.0,1.0,4,6.0,typ,1.0,4,attchd,unf,456.0,ta,0.0,140000.0,wood,0,1.0,0
1212,683.0,rl,60.0,7200.0,0,lvl,corner,gtl,names,norm,1fam,1story,5.0,1952.0,gable,none,0.0,3,cblock,3,1,alq,630.0,blq,0.0,732.0,3,732.0,0.0,732.0,1.0,1.0,0.0,3,4.0,typ,0.0,0,detchd,unf,240.0,ta,0.0,118900.0,metal,1,0.0,0
1213,823.0,rl,71.0,9178.0,0,lvl,inside,gtl,collgcr,norm,1fam,1story,8.0,2008.0,gable,none,0.0,4,pconc,4,3,unf,0.0,unf,1468.0,1468.0,5,1468.0,0.0,1468.0,0.0,2.0,0.0,4,6.0,typ,1.0,4,attchd,rfn,904.0,ta,192.0,239900.0,vinyl,1,0.0,0
1214,2374.0,rl,53.0,4043.0,0,lvl,inside,gtl,npkvill,norm,twnhse,1story,6.0,1975.0,gable,none,0.0,3,cblock,4,1,alq,727.0,blq,186.0,1069.0,4,1069.0,0.0,1069.0,0.0,2.0,0.0,3,4.0,typ,1.0,1,attchd,rfn,440.0,ta,0.0,146300.0,wood,1,0.0,0
1215,1594.0,rm,21.0,4224.0,0,lvl,inside,gtl,meadowv,norm,twnhse,1story,5.0,1975.0,gable,none,0.0,3,pconc,4,1,glq,769.0,unf,271.0,1040.0,4,1040.0,0.0,1040.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,attchd,unf,499.0,ta,0.0,124000.0,aggregate,1,0.0,0
1216,2049.0,rl,75.0,11235.0,0,lvl,inside,gtl,sawyer,norm,2fmcon,sfoyer,5.0,1963.0,gable,none,0.0,3,cblock,4,3,alq,925.0,unf,0.0,925.0,3,999.0,0.0,999.0,1.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,308.0,ta,40.0,130000.0,wood,1,0.0,0
1217,1813.0,rl,65.0,8450.0,0,lvl,inside,gtl,sawyerw,norm,1fam,1story,7.0,2000.0,gable,brkface,108.0,3,pconc,4,1,unf,0.0,unf,1349.0,1349.0,5,1349.0,0.0,1349.0,0.0,2.0,0.0,3,6.0,typ,0.0,0,attchd,unf,539.0,ta,120.0,179000.0,vinyl,1,1.0,0
1218,365.0,rl,99.0,11851.0,0,lvl,corner,gtl,gilbert,norm,1fam,1story,7.0,1990.0,gable,none,0.0,3,pconc,4,1,unf,0.0,unf,1424.0,1424.0,5,1442.0,0.0,1442.0,0.0,2.0,0.0,3,5.0,typ,0.0,0,attchd,rfn,500.0,ta,0.0,180500.0,wood,1,0.0,0
1219,176.0,rm,47.0,4608.0,0,lvl,corner,gtl,oldtown,artery,1fam,1story,4.0,1945.0,gable,none,0.0,3,cblock,3,1,unf,0.0,unf,747.0,747.0,3,747.0,0.0,747.0,0.0,1.0,0.0,3,4.0,typ,0.0,0,attchd,unf,220.0,ta,0.0,80000.0,metal,0,1.0,0
1220,510.0,rl,78.0,9262.0,0,lvl,inside,gtl,somerst,norm,1fam,1story,8.0,2008.0,gable,stone,194.0,4,pconc,4,1,unf,0.0,unf,1573.0,1573.0,5,1578.0,0.0,1578.0,0.0,2.0,0.0,5,7.0,typ,1.0,4,attchd,fin,840.0,ta,0.0,287090.0,aggregate,1,1.0,0
1221,1326.0,rm,70.0,12702.0,0,lvl,inside,gtl,oldtown,norm,1fam,1story,5.0,1956.0,gable,none,0.0,3,pconc,0,0,none,0.0,none,0.0,0.0,4,882.0,0.0,882.0,0.0,1.0,0.0,3,4.0,typ,0.0,0,detchd,unf,308.0,ta,0.0,97000.0,brick,1,0.0,0
1222,2423.0,rl,43.0,2938.0,0,lvl,inside,gtl,blmngtn,norm,twnhse,1story,7.0,2002.0,gable,brkface,40.0,4,pconc,4,3,glq,1038.0,unf,330.0,1368.0,5,1511.0,0.0,1511.0,1.0,2.0,0.0,4,5.0,typ,1.0,3,attchd,fin,398.0,ta,130.0,246990.0,vinyl,1,0.0,0
1223,1631.0,rl,160.0,18160.0,0,lvl,inside,gtl,gilbert,norm,1fam,1story,6.0,1964.0,gable,brkcmn,138.0,3,cblock,3,3,blq,550.0,unf,752.0,1302.0,2,1128.0,0.0,1128.0,1.0,1.0,0.0,3,6.0,typ,1.0,3,attchd,unf,480.0,ta,0.0,154204.0,wood,1,0.0,0
1224,1263.0,rl,76.0,11355.0,1,lvl,corner,gtl,names,norm,1fam,1story,7.0,1958.0,gable,brkface,125.0,3,cblock,3,1,blq,637.0,unf,675.0,1312.0,5,1312.0,0.0,1312.0,0.0,1.0,1.0,3,6.0,typ,1.0,4,attchd,rfn,495.0,ta,0.0,186000.0,wood,1,1.0,0
1225,1046.0,rm,21.0,1680.0,0,lvl,inside,gtl,brdale,norm,twnhs,2story,5.0,1972.0,gable,brkface,356.0,3,cblock,3,1,rec,350.0,unf,280.0,630.0,3,630.0,672.0,1302.0,0.0,2.0,1.0,3,6.0,typ,0.0,0,detchd,unf,264.0,ta,0.0,111750.0,wood,0,0.0,0
1226,47.0,rl,110.0,14300.0,0,hls,inside,mod,nridght,norm,1fam,1story,9.0,2003.0,hip,brkface,1095.0,5,pconc,5,4,glq,1373.0,unf,1473.0,2846.0,5,2696.0,0.0,2696.0,1.0,2.0,1.0,5,10.0,typ,2.0,4,attchd,fin,958.0,ta,220.0,500000.0,vinyl,1,1.0,0
1227,1424.0,rl,65.0,10616.0,1,lvl,inside,gtl,collgcr,norm,1fam,2story,7.0,2007.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,628.0,628.0,5,628.0,728.0,1356.0,0.0,2.0,1.0,4,6.0,typ,1.0,4,builtin,fin,484.0,ta,100.0,177439.0,vinyl,1,0.0,0
1228,429.0,rl,96.0,11308.0,1,lvl,inside,gtl,nridght,norm,1fam,2story,9.0,2008.0,gable,stone,154.0,5,pconc,5,3,glq,936.0,unf,168.0,1104.0,5,1130.0,1054.0,2184.0,1.0,2.0,1.0,5,10.0,typ,1.0,4,attchd,fin,836.0,ta,0.0,335000.0,vinyl,1,0.0,0
1229,1031.0,rl,80.0,10480.0,0,lvl,inside,gtl,nwames,norm,1fam,2story,7.0,1976.0,hip,brkface,660.0,3,cblock,3,1,alq,403.0,unf,400.0,803.0,3,1098.0,866.0,1964.0,0.0,2.0,1.0,3,8.0,typ,1.0,4,attchd,rfn,483.0,ta,0.0,205000.0,wood,1,0.0,0
1230,1635.0,rl,35.0,5118.0,1,hls,inside,gtl,stonebr,norm,twnhse,1story,8.0,1990.0,gable,none,0.0,4,pconc,4,4,glq,926.0,unf,386.0,1312.0,4,1321.0,0.0,1321.0,1.0,1.0,0.0,4,4.0,typ,1.0,3,attchd,rfn,484.0,ta,0.0,212000.0,aggregate,1,0.0,0
1231,309.0,rm,44.0,3811.0,1,hls,corner,mod,crawfor,artery,twnhse,1story,8.0,2004.0,hip,stone,186.0,4,pconc,5,4,glq,1373.0,unf,221.0,1594.0,5,1646.0,0.0,1646.0,1.0,2.0,0.0,4,5.0,typ,1.0,4,attchd,fin,525.0,ta,128.0,246000.0,aggregate,1,1.0,0
1232,1020.0,rl,80.0,10825.0,1,lvl,inside,gtl,nwames,norm,1fam,1story,7.0,1983.0,gable,brkface,174.0,4,cblock,4,2,glq,747.0,unf,513.0,1260.0,3,1260.0,0.0,1260.0,1.0,2.0,0.0,3,6.0,typ,0.0,0,attchd,unf,598.0,ta,152.0,181900.0,wood,0,0.0,0
1233,178.0,rm,50.0,5500.0,0,lvl,corner,gtl,oldtown,norm,1fam,1.5fin,5.0,1929.0,gable,none,0.0,3,brktil,3,1,lwq,234.0,alq,0.0,926.0,3,926.0,0.0,1316.0,1.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,484.0,ta,0.0,130000.0,wood,0,1.0,0
1234,1975.0,rm,60.0,9600.0,0,lvl,inside,gtl,oldtown,norm,1fam,2story,5.0,1910.0,gable,none,0.0,3,brktil,2,1,unf,0.0,unf,264.0,264.0,5,768.0,664.0,1432.0,0.0,2.0,0.0,3,7.0,typ,0.0,0,detchd,unf,360.0,gd,270.0,132000.0,wood,0,1.0,0
1235,2096.0,rl,75.0,9317.0,0,lvl,inside,gtl,sawyerw,norm,1fam,2story,7.0,1994.0,gable,none,0.0,4,pconc,4,1,glq,497.0,unf,282.0,779.0,5,1029.0,929.0,1958.0,1.0,2.0,1.0,4,7.0,typ,1.0,3,attchd,rfn,499.0,ta,202.0,220000.0,vinyl,1,1.0,0
1236,865.0,rl,70.0,11838.0,0,lvl,inside,gtl,collgcr,norm,1fam,1story,8.0,2001.0,hip,none,0.0,4,pconc,4,3,unf,0.0,unf,1753.0,1753.0,5,1788.0,0.0,1788.0,0.0,2.0,0.0,5,7.0,typ,1.0,3,attchd,rfn,522.0,ta,202.0,236500.0,vinyl,1,0.0,0
1237,385.0,fv,75.0,8004.0,1,lvl,inside,gtl,somerst,rran,1fam,2story,8.0,2009.0,gable,stone,110.0,4,pconc,4,1,glq,544.0,unf,288.0,832.0,5,832.0,1103.0,1935.0,1.0,2.0,1.0,3,8.0,typ,0.0,0,builtin,fin,552.0,ta,0.0,263435.0,vinyl,1,0.0,0
1238,1362.0,rm,60.0,6876.0,0,bnk,inside,gtl,idotrr,norm,1fam,1.5fin,6.0,1938.0,gable,none,0.0,3,brktil,3,1,unf,0.0,unf,1272.0,1272.0,3,1272.0,0.0,1969.0,0.0,2.0,0.0,3,9.0,min1,1.0,4,detchd,unf,400.0,ta,0.0,141000.0,wood,1,1.0,0
1239,1091.0,rl,63.0,8396.0,1,lvl,inside,gtl,gilbert,norm,1fam,2story,7.0,2003.0,gable,brkface,196.0,4,pconc,4,1,unf,0.0,unf,847.0,847.0,5,847.0,1139.0,1986.0,0.0,2.0,1.0,4,9.0,typ,1.0,4,builtin,fin,434.0,ta,120.0,213000.0,vinyl,1,0.0,0
1240,317.0,rl,73.0,9803.0,0,lvl,inside,gtl,timber,norm,1fam,1story,7.0,2009.0,gable,none,0.0,4,pconc,4,1,unf,0.0,unf,1214.0,1214.0,5,1214.0,0.0,1214.0,0.0,2.0,0.0,4,6.0,typ,0.0,0,attchd,rfn,520.0,ta,0.0,179781.0,vinyl,1,1.0,0
1241,1076.0,rl,48.0,6240.0,0,lvl,inside,gtl,nridght,norm,twnhse,1story,8.0,2006.0,hip,brkface,176.0,4,pconc,4,1,glq,846.0,unf,496.0,1342.0,5,1342.0,0.0,1342.0,1.0,2.0,0.0,4,6.0,typ,1.0,4,attchd,fin,550.0,ta,0.0,234250.0,metal,1,1.0,0
1242,1573.0,rl,79.0,15498.0,1,lvl,corner,gtl,timber,norm,1fam,1story,8.0,1976.0,hip,none,0.0,4,cblock,4,3,alq,1165.0,lwq,0.0,1565.0,3,2898.0,0.0,2898.0,1.0,2.0,0.0,4,10.0,typ,1.0,4,attchd,fin,665.0,ta,0.0,287000.0,stone,1,0.0,0
1243,485.0,rl,63.0,12891.0,1,lvl,corner,gtl,gilbert,norm,1fam,2story,8.0,2002.0,gable,none,0.0,4,pconc,5,1,glq,651.0,unf,219.0,870.0,5,878.0,1126.0,2004.0,1.0,2.0,1.0,4,8.0,typ,1.0,4,builtin,fin,644.0,ta,0.0,257500.0,vinyl,1,0.0,0
1244,2021.0,rm,60.0,6180.0,0,lvl,corner,gtl,brkside,norm,1fam,1story,6.0,1926.0,gable,none,0.0,3,brktil,3,1,unf,0.0,unf,960.0,960.0,3,986.0,0.0,986.0,0.0,1.0,0.0,3,5.0,typ,1.0,4,detchd,unf,180.0,ta,0.0,102000.0,wood,1,1.0,0
1245,2032.0,rm,57.0,7449.0,0,bnk,inside,gtl,idotrr,norm,1fam,1.5unf,7.0,1930.0,gable,none,0.0,3,pconc,3,1,unf,0.0,unf,637.0,637.0,5,1108.0,0.0,1108.0,0.0,1.0,0.0,4,6.0,typ,1.0,4,attchd,unf,280.0,ta,0.0,139400.0,wood,0,1.0,0
1246,2604.0,rl,60.0,10410.0,0,lvl,corner,gtl,oldtown,artery,1fam,1.5fin,3.0,1915.0,gable,none,0.0,3,pconc,3,1,unf,0.0,unf,672.0,672.0,3,694.0,520.0,1214.0,0.0,1.0,0.0,3,6.0,typ,0.0,0,detchd,unf,936.0,ta,216.0,105000.0,wood,0,1.0,0
1247,1615.0,rl,95.0,15865.0,1,lvl,inside,mod,names,norm,1fam,1story,8.0,1970.0,flat,none,0.0,4,pconc,3,4,alq,351.0,rec,1043.0,2217.0,5,2217.0,0.0,2217.0,1.0,2.0,0.0,4,8.0,typ,1.0,3,attchd,unf,621.0,ta,81.0,268000.0,wood,1,0.0,0
1248,2736.0,rl,62.5,19690.0,1,lvl,culdsac,gtl,edwards,norm,1fam,slvl,6.0,1966.0,flat,none,0.0,4,cblock,4,3,unf,0.0,unf,697.0,697.0,3,1575.0,626.0,2201.0,0.0,2.0,0.0,4,8.0,typ,1.0,4,attchd,unf,432.0,gd,586.0,274970.0,wood,1,0.0,1
1249,473.0,rl,43.0,3182.0,0,lvl,inside,gtl,blmngtn,norm,twnhse,1story,7.0,2005.0,gable,brkface,16.0,4,pconc,4,3,glq,16.0,unf,1204.0,1220.0,5,1220.0,0.0,1220.0,0.0,2.0,0.0,4,5.0,typ,1.0,4,attchd,fin,397.0,ta,100.0,180000.0,vinyl,1,1.0,0
